IE_XML_ID;IE_NAME
12031;AmPm Смеситель для кухни Like с каналом для питьевой воды и гибким изливом, хром F8007802
12032;AmPm Cмеситель для кухни Like с каналом для питьевой воды, L излив, сатин F8005711
12033;Отдельностоящая ванна Minotti Alto 170*75
12034;AmPm Cмеситель для кухни Like с каналом для питьевой воды, L излив, черный-матовый F8005722
12035;AmPm Смеситель для кухни Like с каналом для питьевой воды и гибким изливом, черный, бежевый излив F8007826
12036;Отдельностоящая ванна Minotti Dea 170*80
12037;Отдельностоящая ванна Minotti Dolce 170*75
12038;Отдельностоящая ванна Minotti Dolce Quadro 170*75
12039;Отдельностоящая ванна Minotti Luna 170*78 Black
12040;Отдельностоящая ванна Minotti Luna 170*78 Yellow
12041;Отдельностоящая ванна Minotti Luna 170*78 Brown
12042;Отдельностоящая ванна Minotti Luna 170*78 Blue
12043;Отдельностоящая ванна Minotti Luna 170*78 Green
12044;Отдельностоящая ванна Minotti Oliva 169*80
12045;Отдельностоящая ванна Minotti Illusion 170*80
12046;Отдельностоящая ванна Minotti Nano 170*80
12047;AmPm Gem, смеситель д/умывальника, монтируемый в стену, чёрный F90A72222
12048;AmPm Смеситель для ванны Gem, хром F90A15000
12049;AmPm Смеситель Gem для ванны с поворотным изливом, хром F90A90100
12050;AmPm Смеситель Gem для ванны с поворотным изливом, черный F90A90122
12051;AmPm X-Joy, смеситель д/умывальника, монтируемый в стену F85A72622, чёрный 
12052;AmPm  X-Joy, смеситель для душа, белый F85A20033
12053;AmPm, душевая система X-Joy, хром F40885A34
12054;AmPm  X-Joy S, смеситель д/ванны, излив 350 мм, хром F85B90100
12055;AmPm X-Joy S, смеситель д/ванны, излив 350 мм, черный F85B90122
12056;AmPm X-Joy, смеситель для ванны, белый F85A10033
12057;AmPm X-Joy S, смеситель для ванны, хром F85B10000
12058;AmPm X-Joy S, смеситель для душа, хром F85B20000
12059;AmPm  X-Joy S смеситель для кухни, хром F85B07E00
12060;AmPm Func, смеситель для умывальника, хром F8F02100
12061;AmPm Func, смеситель для умывальника, черный F8F02122
12062;AmPm Func, смеситель для умывальника высокий, хром F8F92000
12063;AmPm Func, смеситель для умывальника высокий, черный F8F92022
12064;AmPm X-Joy, смеситель для душа с ТМС, хром, F85A40000
12065;AmPm X-Joy, смеситель для ванны с ТМС, хром, F85A50000
12066;AmPm  X-Joy, TouchReel гигиенический набор для скрытого монтажа со смесителем для душа, чёрный F0H85A522
12067;AmPm Func, гигиенический набор со смесителем для душа с полкой, хром F0H8F900
12068;AmPm Func, гигиенический набор со смесителем для душа с полкой, черный F0H8F922
12069;AmPm X-Joy, гигиенический набор для скрытого монтажа со смесителем для душа, черный, F40H85A22
12070;AmPm Like, душевая система, ручной душ, 3 функции, хром F0780200 
12071;Apollo Ванна акриловая отдельностоящая Skysea-T 1700 Black
12072;AmPm Like душевая система, верхний душ 250 мм, ручной душ 120 мм, 3 функции, хром F0780064 
12073;AmPm  Like, душ.система: верхн.душ 220мм, ручной душ 120 мм, 3 функции, душ.штанга 1030-1460 мм, переключатель-полка, черный F0780222
12074;AmPm Like, душ.система: см-ль-полка д/ванны/душа, душ.штанга 1030-1460мм, верхний душ 220 мм, ручной душ 120 мм, 3 функции, черный F0780722
12075;AmPm Gem,душ.система,набор:верхн.душ d220 мм, ручн.душ 1ф-ция d 110 мм, душ.штанга 1030-1460 мм F0790022
12076;AmPm Gem душ.система, набор: верхн.душ d 220 мм, ручн.душ 1 ф-ция d 110 мм, переключатель, хром F0790000
12077;AmPm X-Joy, душ.система: см-ль-полка д/душа, душ.штанга, верхн. душ 220мм, ручн душ, черный F0785A622
12078;AmPm  X-Joy, душ.система: см-ль-полка д/ванны/душа, душ.штанга, верхн. душ 220мм, ручн.душ, черный F0785A722
12079;AmPm  X-Joy, душ.система: см-ль-полка д/ванны/душа, душ.штанга, верхн. душ 220мм, ручн.душ, хром F0785A700
12080;AmPm X-Joy, душ.система:  см-ль д/ванны/душа с ТМС, душ.штанга,верхний душ 220мм, ручн душ,черный F0785A522
12081;AmPm X-Joy, душ.система: см-ль д/ванны/душа с ТМС, душ.штанга,верхний душ 220мм, ручн душ,хром F0785A500
12082;AmPm X-Joy, душ.система: см-ль-полка д/душа, душ.штанга, верхн. душ 220мм, ручн душ, хром F0785A600
12083;AmPm Sunny,душ.система,набор:см-ль д/душа с переключателем,верхний душ d220 мм, ручной душ 110, F0785C800
12084;AmPm Like,душ.система набор:см-ль д/душа термостат,верх.душ d220 мм, ручной душ 120 мм, 3 функции, черный F0780422 
12085;AmPm  X-Joy, душ.система:  см-ль д/душа с ТМС, душ.штанга,верхний душ 220мм, ручн душ, черный F0785A422
12086;AmPm X-Joy, душ.система:  см-ль д/душа с ТМС, душ.штанга,верхний душ 220мм, ручн душ, хром F0785A400
12087;AmPm Func, душ. система: см-ль-полка д/душа с ТМС: душ.штанга, верхн. душ квадр., ручн.душ, черный F078F222
12088;AmPm Func, душ. система: см-ль-полка д/душа с ТМС: душ.штанга, верхн. душ квадр., ручн.душ, хром F078F200
12089;AmPm Func, душ. система: см-ль д/ванны/душа с ТМС, душ.штанга, верхн. душ квадр., ручн.душ, хром F078F500
12090;AmPm Func, душ. система: см-ль д/душа с ТМС, душ.штанга, верхн. душ квадр., ручн.душ, хром F078F400
12091;AmPm Func, душ.сис-ма: см-ль-полка д/ванны/душа с ТМС, душ.штанга, верхн. душ квадр., ручн.душ, F078F322
12092;AmPm Func, душ.сис-ма: см-ль-полка д/ванны/душа с ТМС, душ.штанга, верхн. душ квадр., ручн.душ, хром F078F300
12093;AmPm Func, душ.система: см-ль-полка д/ванны/душа, душ.штанга, верхн. душ квадр., ручн.душ, черн. F078F722
12094;AmPm  Func, душ.система: см-ль-полка д/ванны/душа, душ.штанга, верхн. душ квадр., ручн.душ, хром F078F700
12098;APPOLO Ванна акриловая Barcelona 180х80
12102;APPOLO ВАННА Katrina 170х110 правая
12106;APPOLO ВАННА Katrina 170х110 левая
12107;ВИЗ Ванна стальная RIANTO 120*70*40 
12108;ВИЗ Ванна стальная RIANTO 140*70*40
12109;ВИЗ Ванна стальная RIANTO 150*70*40
12110;ВИЗ Ванна стальная RIANTO 160*70*40 
12111;ВИЗ Ванна стальная RIANTO 170*70*40 
12112;HAIBA Смеситель для раковины с гигиеническим душем хром HB12505
12113;HAIBA Смеситель для раковины золото HB10181-5	
12114;HAIBA Смеситель для раковины высокий хром HB11810
12115;HAIBA Смеситель с гигиеническим душем хром HB55505
12116;Ванна Formina MINERVA 200x70 см
12123;Ванна Formina MINERVA 200x80 см
12125;HAIBA Смеситель с гигиеническим душем хром HB5501
12126;HAIBA Смеситель с гигиеническим душем хром HB5502
12127;HAIBA Смеситель с гигиеническим душем хром HB5510
12128;HAIBA Смеситель с гигиеническим душем хром HB5512
12129;HAIBA Смеситель с гигиеническим душем, хром HB5514
12130;HAIBA HB5515
12131;HAIBA Смеситель с гигиеническим душем, хром HB5520
12132;HAIBA Смеситель с гигиеническим душем черный HB5510-7
12133;HAIBA Смеситель с гигиеническим душем черный HB5511-7
12134;HAIBA Смеситель с гигиеническим душем черный HB5512-7
12135;HAIBA Смеситель с гигиеническим душем черный HB5514-7
12136;HAIBA Смеситель с гигиеническим душем, черный HB5515-7 
12137;HAIBA Смеситель для кухни, золото HB70181-5
12138;HAIBA Смеситель для кухни графит HB70505-3
12139;HAIBA Смеситель для кухни графит HB70533-3	
12140;HAIBA Смеситель для кухни со встроенным фильтром графит HB76533-3
12141;HAIBA Смеситель для кухни со встроенным фильтром графит HB76816-3
12142;HAIBA Смеситель для кухни, хром HB71505
12143;HAIBA Смеситель для кухни, хром HB70572
12144;HAIBA Смеситель для кухни с гибким изливом, хром HB73615
12145;HAIBA Смеситель для кухни, хром HB70615
12146;HAIBA Смеситель для кухни, хром HB70617
12147;HAIBA Смеситель для кухни со встроенным фильтром, хром HB76816
12148;HAIBA  Смеситель для кухни с выдвижной лейкой хром, HB73816
12149;HAIBA Смеситель для кухни со встроенным фильтром, хром HB76840 
12150;HAIBA  Смеситель для кухни HB76855 хром
12151;HAIBA Смеситель для кухни с гибким изливом HB73304 хром
12152;HAIBA Смеситель для кухни с гибким изливом HB72505-8 хром-белый
12153;HAIBA Смеситель для кухни с гибким изливом HB73505-8 хром-белый
12154;HAIBA Смеситель для кухни HB70615-7 черный
12155;HAIBA Смеситель для кухни HB76615-7 черный
12156;HAIBA  Смеситель для кухни HB76816-7 черный
12157;HAIBA Смеситель для кухни с выдвижной лейкой HB73816-7 черный
12158;HAIBA Смеситель для кухни HB76855-7 черный
12159;HAIBA  Смеситель для кухни HB76859-7 черный
12160;HAIBA  Смеситель для кухни с гибким изливом HB73644-7 черный
12161;HAIBA Смеситель для кухни HB76802 сталь
12162;Kaldewei Ванна стальная 150x70 Saniform Plus Star 331
12163;HAIBA Смеситель для кухни HB70304-4 сталь
12164;HAIBA  Смеситель для кухни HB71304-3 сталь
12165;HAIBA Смеситель для кухни HB76615 хром-серый
12166;HAIBA  Смеситель для кухни HB76855-5 хром-серый
12167;HAIBA Смеситель для кухни HB76858-7 хром-черный
12168;HAIBA  Смеситель для ванны HB60505 хром
12169;HAIBA  Смеситель для ванны HB22505 хром
12170;HAIBA Смеситель для ванны HB22572 хром
12171;HAIBA Смеситель для ванны HB60572 хром
12172;HAIBA  Смеситель для ванны HB22615 хром
12173;HAIBA  Смеситель для ванны HB60615 хром
12174;HAIBA Смеситель для ванны HB22617 хром
12175;HAIBA Смеситель для ванны HB60617 хром
12179;Тритон Ванна Тира 150*70*35.5
12182;Тритон Ванна Тира 170*70*35.5
12183;"1 Марка Ванна ""AELITA"" 150*75 Slim"
12184;"1 Марка Ванна ""AELITA"" 170*75 Slim"
12185;"1 Марка Ванна ""AELITA"" 180*80 Slim"
12189;1 Марка Ванна AELITA 170x75
12193;1 Марка Ванна AELITA 170x90
12197;1 Марка Ванна AELITA 180x80
12201;1 Марка Ванна AELITA MG 165x75  
12205;1 Марка Ванна AELITA MG 200х100
12209;1 Марка Ванна BIANCA 180*80
12213;1 Марка Ванна CLASSIC 120x70 A 
12217;1 Марка Ванна CLASSIC 130x70 A
12221;1 Марка Ванна CLASSIC 140x70 A
12225;1 Марка Ванна CLASSIC 150x70 A
12229;1 Марка Ванна CLASSIC 160x70 A
12233;1 Марка Ванна CLASSIC 170x70 A
12237;1 Марка Ванна DINAMIKA 180x80 
12241;1 Марка Ванна ELEGANCE 120x70 
12245;1 Марка Ванна ELEGANCE 170x70
12246;1 Марка Ванна ICON 170x75
12250;1 Марка Ванна KORSIKA 190x100
12251;1 Марка Ванна MODERN 120x70
12258;1 Марка Ванна MODERN 130x70
12262;1 Марка Ванна MODERN 140x70
12266;1 Марка Ванна MODERN 150x70
12270;1 Марка Ванна MODERN 150x75
12274;1 Марка Ванна MODERN 160x70
12278;1 Марка Ванна MODERN 165x70
12282;1 Марка Ванна MODERN 170x70
12286;1 Марка Ванна MODERN 170x75
12290;1 Марка Ванна MODERN 175x70
12294;1 Марка Ванна MODERN 180x70
12295;1 Марка Ванна MODERN 180x75
12302;1 Марка Ванна MODERN MG 190*80
12303;1 Марка Ванна AFRODITA 140x140  
12310;"1 Марка   Ванна ""AFRODITA"" 150*150"
12314;1 Марка Ванна AURA 160x105 L
12318;1 Марка Ванна CASSANDRA 140x140
12322;1 Марка Ванна CONVEY 150*75 L
12323;1 Марка Ванна CONVEY 150*75 R
12330;1 Марка Ванна CONVEY 170*75 L
12334;1 Марка Ванна CONVEY 170*75 R
12338;1 Марка Ванна DAMELIA 150х90 L
12342;1 Марка Ванна DAMELIA 150х90 R
12346;1 Марка Ванна DIANA 150x90 L
12350;1 Марка Ванна DIANA 150x90 R
12354;1 Марка Ванна DIANA 160x100 L 
12358;1 Марка Ванна DIANA 160x100 R
12362;1 Марка Ванна DIANA 170x90 L 
12366;1 Марка Ванна DIANA 170x90 R
12367;1 Марка Ванна DIANA 170x105 R
12374;1 Марка Ванна DIANA 170x105 L
12375;1 Марка Ванна LIL 140x90 R
12379;1 Марка Ванна NEGA 170x95
12383;1 Марка Ванна PICCOLO 150x75 L
12387;1 Марка Ванна PICCOLO 150x75 R
12391;1 Марка Ванна PRAGMATIKA 173-155x75
12395;"1 Марка  Ванна ""PRAGMATIKA"" 193-170x80"
12399;1 Марка Ванна LIL 140x90 L
12404;Тритон ванна АУРА160х70
12405;Тритон ванна АУРА150х70
12409;Тритон ванна ЕВРОПА 150х70
12416;Тритон ванна ЕВРОПА 160х70
12420;Тритон ванна ЕВРОПА 170х70
12421;"Тритон Душевое ограждение ""Альфа-Хром"" 1000х1000х2020 мм, 1/4 круга, низкий поддон"
12422;"Тритон Душевое ограждение ""Лайт 90*90 В"" 900x900x2055 1/4 круга, средний поддон"
12423;"Тритон Душевое ограждение ""Лайт 90*90 Б"" 900x900x2055 1/4 круга, высокий поддон"
12424;ROSE Раковина +чаша для омовения
12425;"Тритон Душевое ограждение ""Лайт 90*90 А"" 900x900x1910 1/4 круга, низкий поддон"
12426;"Тритон Душевое ограждение ""Лайт 100*100 А"" 1000x1000x1910 1/4 круга, низкий поддон"
12427;"Тритон Душевое ограждение ""Лайт 100*100 В"" 1000x1000x2055 1/4 круга, средний поддон"
12428;Alrossa 2023MB,Раковина врезная под столешницу черная
12429;1 Марка Тумба Марсал 100 левый (Бетон светлый) 
12430;1 Марка Тумба Марсал 100 правая (Бетон светлый)
12431;1 Марка Тумба Марсал 105 правая
12432;1 Марка Тумба Марсал 105 левая
12433;1 Марка Тумба Марсал 110 левый (Дуб Вотан белый) 
12434;1 Марка Тумба Марсал 110 правый (Бетон светлый) 
12435;1 Марка Тумба Марсал 110 правый (Дуб Вотан белый)
12439;1 Марка Ванна SIRAKUSA 190x120
12440;1 Марка Ванна RAGUZA 180x80
12447;1 Марка Ванна RAGUZA 190x90
12448;1 Марка Ванна TONDO 174*80
12452;1 Марка Ванна BIANCA 160*75
12456;1 Марка Ванна BIANCA 170*75
12460;1 Марка Ванна GRETA 180x70
12461;ULGRAN Кухонная мойка U-406
12462;ULGRAN Кухонная мойка U-600
12463;ULGRAN Кухонная мойка U-408
12464;Мойка для кухни ULGRAN U-503
12465;Керамин Унитаз-компакт Лаго МС 
12466;Керамин Писсуар Лаго белый с1 с краном и сифоном
12467;Керамин  Умывальник угловой Лаго 55 
12468;Керамин Умывальник угловой Лаго 45
12469;Керамин Писсуар Трино с системой автоматического смыва
12470;Мойка для кухни Ulgran U-506
12471;Мойка для кухни Ulgran U-507
12472;Мойка для кухни Ulgran U-505
12473;Kenisi 2147 KENISI Врезная раковина под столешницу пямоугольная 47х35х21
12474;Kenisi 2116 Врезная раковина под столешницу овальная 48х40х21
12475;ULGRAN Quartz Кухонная мойка Forte 505 
12476;ULGRAN Quartz Кухонная мойка Forte 580
12477;ULGRAN Quartz Кухонная мойка Forte 760
12478;ULGRAN Quartz Кухонная мойка Prima 760
12479;ULGRAN Quartz Кухонная мойка Prima 860
12480;ULGRAN Quartz Кухонная мойка Ruma 780
12481;ULGRAN Quartz Кухонная мойка Underground 160
12482;ULGRAN Quartz Кухонная мойка Underground 400
12483;ULGRAN Quartz Кухонная мойка Underground 450
12484;ULGRAN Quartz Кухонная мойка Underground 500
12490;Alex Baitler Ванна акриловая Michigan 180*80
12494;Alex Baitler Ванна акриловая Michigan 180*70
12495;Alex Baitler Ванна акриловая Garda 180*80
12504;Alex Baitler Ванна акриловая Saima 150*70
12508;Alex Baitler Ванна акриловая Madin 150*75
12512;Alex Baitler Ванна акриловая BAIKAL 150*70
12513;Alex Baitler Ванна акриловая VICTORIA 150*70
12520;Alex Baitler Ванна акриловая ONTARIO 150*70
12524;Alex Baitler Ванна акриловая Garda 160*70
12527;DR. GANS Астра 620 К
12528;Practik Мойка PR-М 475
12529;Practik Мойка PR-М 610
12530;Practik Мойка PR-М 425
12531;Practik Мойка PR-М 490
12532;Унитаз приставной импульсный Grossman GR-PR-5501 impuls белый
12533;Унитаз приставной импульсный Grossman GR-PR-5502 impuls белый
12534;Paola раковина Parma 850
12535;Paola Раковина Daria 800 
12546;Cersanit Ванна прямоугольная BUILD NEW 160x70
12547;Cersanit Ванна прямоугольная BUILD NEW 170x70
12558;Cersanit Ванна прямоугольная NATURE 170x70
12562;Cersanit Ванна прямоугольная NATURE 150x70
12563;Cersanit Комплект CITY slim инсталляция LINK PRO кнопка ESTETICA пластик хром глянцевый
12564;Cersanit Комплект CITY SMART CO DPL EO slim инсталляция VECTOR LP
12565;Cersanit Комплект CERSANIT NATURE CO DPL EO инсталляция BLACK кнопка LEON пластик, хром глянцевый
12566;Cersanit Комплект NATURE OVAL CO DPL EO slim инсталляция VECTOR кнопка CORNER пластик хром глянцевый
12567;Cersanit Комплект BRASKO SMART CO DPL EO slim инсталляция LINK PRO 
12568;Cersanit Подвесной унитаз BRASKO SMART Clean On DPL EO slim LP
12569;CERSANIT Компакт NATURE Clean On 011 3/5 DPL EO slim
12570;Paola  Juno 500 раковина над стиральной машиной
12574;APPOLO Ванна акриловая Gamma 180*70
12578;APPOLO Ванна акриловая Sevilla 170*75
12582;APPOLO Ванна акриловая Sevilla 180*80
12586;1 Марка Ванна MODERN 170x80
12590;1 Марка Ванна MODERN 155x70
12591;Раковина напольная монолит 7003
12592;1 Марка Шторка HX-112C-1 126*140
12593;1 Марка Шторка HX-121 120138
12594;1 Марка Шторка P-02 82*150
12595;1 Марка Шторка P-03 82*150
12596;1 Марка Шторка P-05 85*150
12597;1 Марка Шторка P-07 95*150
12598;"AQUARODOS Тумба напольная ""HEADWAY"" 100 см с умывальником ""Дельта"""
12599;"AQUARODOS Тумба напольная ""Акцент"" 100 см с умывальником ""Альфа"""
12600;Стойка душевая со смесителем HAIBA HB24505 хром
12601;Стойка душевая со смесителем HAIBA HB24590 хром
12602;Стойка душевая со смесителем HAIBA HB24816 хром
12603;Стойка душевая со смесителем HAIBA HB24817 хром
12604;REGINOX ИЗМЕЛЬЧИТЕЛЬ КУХ. ОТХОДОВ Waste disposal unit RD 100
12605;Айсберг  Тумба с раковиной Bazis 70 Ева с двумя ящиками B2 
12606;Смеситель для раковины HAIBA HB10639-3 графит
12607;Смеситель для раковины HAIBA HB10639-7 черный
12608;Смеситель для раковины HAIBA HB10553-5 золото
12609;Смеситель для раковины высокий HAIBA HB11553 хром
12610;Смеситель для раковины HAIBA HB10575 хром
12611;Смеситель для раковины HAIBA HB10575-7 черный
12612;Смеситель для раковины высокий HAIBA HB11814 хром
12613;Унитаз - компакт Grossman GR-4450SQ Tornado 
12614;Унитаз - компакт Grossman GR-4456S 
12615;Унитаз подвесной Grossman GR-4498SQC Tornado 
12616;Душевое ограждение ERLIT ER10109V-C1 900*900*2000 (без поддона) светлое стекло
12617;Душевое ограждение ERLIT ER10109V-C4 900*900*2000 (пятиугольное) (без поддона) тонированое стекло
12618;Душевое ограждение ERLIT ER10110V-C1 1000*1000*2000 (пятиугольное) (без поддона) светлое стекло
12619;Душевое ограждение ERLIT ER10110V-C4 1000*1000*2000 (пятиугольное) (без поддона) тонированое стекло
12620;Душевое ограждение ERLIT ER10109H-C1 900*900*2000 (без поддона) светлое стекло
12621;Душевое ограждение ERLIT ER10109H-C4 900*900*2000 (без поддона) тонированое стекло
12622;ERLIT душевое ограждение ER0510 - C4 1000*1000*1950 низкий поддон, тонированное стекло
12623;ERLIT душевое ограждение ER0510 - C3 1000*1000*1950 низкий поддон, светлое стекло
12624;Ванна пристенная Cezares 1800
12628;1 Марка Ванна LETT 100*70
12634;"1 Марка Ванна ""РОГНЕДА"" 150x70"
12637;"1 Марка Ванна ""РОГНЕДА"" 160x70	"
12640;"1 Марка Ванна ""РОГНЕДА"" 170x70	"
12641;Grossman Унитаз подвесной GR-4411SQC Tornado безободковый 520x360x400
12642;Grossman Унитаз подвесной GR-4455SQC Tornado  495x360x390
12643;Grossman Унитаз подвесной GR-4497SQC Tornado 485x345x400
12644;Grossman Унитаз подвесной GR-4409SQ Tornado 530x365x373
12645;Grossman Унитаз подвесной GR-4416SQ Tornado 490x360x380
12646;ERLIT Душевой поддон высокий ER 90DT 900*900*420+экран+сифон
12647;ERLIT Душевой поддон низкий ER 100D 1000*1000*150+сифон
12648;APPOLO AP-T128W Душевой поддон 120*80*14
12649;1 Марка Тумба Марсал 110 левый (Бетон светлый) 
12650;APPOLO Ванна акриловая Arielle 170*70
12654;Смеситель для раковины Haiba HB 524, сатин
12655;Смеситель для ванны Haiba HB 22191 хром	
12656;Душевая кабина ТРИТОН Нова 88*88 А 880х880х2175 низкий поддон
12661;Душевая дверь 1100х1850, левая, каррэ стекло, хром Radaway Torrenta DWJ 31940-01-10N
12662;Душевая кабина ERLIT ER3509TP-C4 900*900*2150 высокий, серый поддон, тонированное стекло
12663;Душевая кабина ERLIT ER3509P-C4 900*900*2150 низкий, серый поддон, тонированное стекло
12664;1 Марка Тумба Марсал 100 правая
12665;1 Марка Тумба Марсал 110 правая
12666;1 Марка Тумба Марсал 110 левая
12678;Alex Baitler Ванна акриловая Saima 170*70
12682;Alex Baitler Ванна акриловая Madin 170*75
12686;ALEX BAITLER Ванна акриловая NEMI 170*75
12690;ALEX BAITLER Ванна акриловая BAIKAL 170*70
12694;ALEX BAITLER Ванна акриловая VICTORIA 170*70
12698;ALEX BAITLER Ванна акриловая ONTARIO 170*70
12702;APPOLO Ванна акриловая Sansara 170*75
12706;APPOLO Ванна акриловая Merry 170*70
12710;APPOLO Ванна акриловая Arielle 180*80
12714;APPOLO Ванна акриловая SUPREME 180*80
12718;APPOLO Ванна акриловая Merry 180*70
12721;Тритон Ванна Ультра 180 с полкой (1800х700)
12725;AQUANET Ванна BRIGHT 180*75
12728;AQUANET Ванна LOTOS 170*70
12731;AQUANET Ванна LOTOS 170*75
12734;AQUANET Ванна LOTOS 175х80
12737;AQUANET Ванна LOTOS 180х80
12741;1 Марка Ванна DINAMIKA 170*80
12746;1 Марка Ванна MODERN 180x80
12750;1 Марка Ванна PALERMO 120*120
12754;1 Марка Ванна PALERMO 150*150
12755;1 Марка Тумба Волна 120Н Green левый
12756;1 МаркаТумба Волна 120Н Green правый
12757;1 Марка Тумба Волна 120Н ВОТАН СИНИЙ левый
12758;1 Марка Тумба Волна 120Н ВОТАН СИНИЙ правый
12759;1 Марка Тумба Волна 120Н КРЕМОВЫЙ левый
12760;1 Марка Тумба Волна 120Н КРЕМОВЫЙ правый
12761;1 Марка Тумба Волна 120Н СИНИЙ левый
12762;1 Марка Тумба Волна 120Н СИНИЙ правый
12763;1 Марка Тумба Волна 120Н ЧЕРНОЕ ЗОЛОТО левый
12764;1 Марка Тумба Волна 120Н ЧЕРНОЕ ЗОЛОТО правый
12765;1 Марка Тумба Марсал 120 левый 
12766;1 Марка Тумба Марсал 120 правый 
12767;1 Марка Тумба Марсал 120 левый (Бетон светлый) 
12768;1 Марка Тумба Марсал 120 правый (Бетон светлый) 
12769;1 Марка Тумба Марсал 120 левый (Дуб Вотан белый) 
12770;1 Марка Тумба Марсал 120 правый (Дуб Вотан белый) 
12771;Смеситель для раковины Haiba HB 523, хром
12772;Alrossa 7899, Раковина для омовения белая
12773;Alrossa 7899G, Раковина для омовения серая
12774;7009,Мини-раковина напольная
12775;Alrossa B1202GBL,Раковина напольная серая
12776;Alrossa B1202BL,Раковина напольная
12777;Alrossa B1202GL,Раковина напольная
12778;Alrossa 7033-07,Раковина напольная
12779;Alrossa B1202MAB,Раковина напольная
12780;Alrossa 2025MB,Раковина врезная черная
12781;1 Марка Тумба Марсал 120 подвесная 
12782;1 Марка Тумба Марсал 130 левый 
12783;1 Марка Тумба Марсал 130 правый 
12784;1 Марка Тумба Марсал 130 левый (Бетон светлый) 
12785;1 Марка Тумба Марсал 130 правый (Бетон светлый) 
12786;1 Марка Тумба Марсал 130 левый (Дуб Вотан белый) 
12787;1 марка Тумба Марсал 130 правый (Дуб Вотан белый) 
12788;OVIVA Ванна акриловая Nova 170*70 в комплекте с установочной опорой эконом
12789;OVIVA Ванна акриловая Nova 150*70 в комплекте с установочной опорой эконом
12791;1 Марка Тумба Марсал 130 правый (с бельевой корзиной) 
12792;1 Марка Тумба Марсал 130 левый (с бельевой корзиной) 
12793;1 Марка Тумба Марсал 130 левый с бельевой корзиной (Бетон светлый) 
12794;1 Марка Тумба Марсал 130 правый с бельевой корзиной (Бетон светлый) 
12795;1 Марка Тумба Марсал 130 левый с бельевой корзиной (Дуб Вотан белый) 
12796;1 Марка Тумба Марсал 130 правый с бельевой корзиной (Дуб Вотан белый) 
12797;SANITA Унитаз-компакт Эталон Комфорт
12804;Ванна чугунная Оптима-У 170х70
12807;Унитаз подвесной Grossman GR-4479SQC Tornado 490x340x385
12808;Унитаз подвесной Grossman GR-4411SQ Tornado 520x365x360
12809;Унитаз подвесной Grossman GR-4478SQ Tornado 515х355х365
12810;Ванна 170х80, белая SSWW WB1704
12811;Ванна 175х91, белая SSWW WB1920
12812;Ванна отдельностоящая 170х75, белая SSWW WB1702
12813;Ванна отдельностоящая 170х75, черный матовый SSWW WB1702 matte black
12814;Ванна отдельностоящая 175х80, белый SSWW WB1912
12815;Ванна отдельностоящая, акрил, 170х70, белая SSWW M722
12816;Ванна отдельностоящая, акрил, 170х74, белая SSWW WA1037-ST
12817;Ванна отдельностоящая, акрил, 180х75, белая SSWW M702
12818;Ванна, акрил, 180х81, белая SSWW WA1038-180
12823;ДВИН Полотенцесушитель F Primo Водяной К3 Золотой матовый
12824;"Двин Полотенцесушитель R 100/50 Водяной, 1""-1/2"" К3 Золотой матовый"
12825;ДВИН Полотенцесушитель  F plaza 80/50 Водяной  квадрат Полированный
12826;"ДВИН Полотенцесушитель J 80/50 Водяной (1""-1/2"" К3 Золотой матовый)"
12827;"ДВИН Полотенцесушитель L 60/50 Водяной (1""-1/2"" К3 Золотой матовый)"
12829;"Олимп полотенцесушитель водяной ""Лесенка Прямая"" чёрн.муар 600*500, бок.подкл"
12830;"ОЛИМП полотенцесушитель водяной ""Лесенка Прямая"" чёрн.муар 500*500, бок.подкл"
12831;"ОЛИМП полотенцесушитель водяной ""Лесенка Прямая"" чёрн.муар 500*800"
12832;"Олимп Полотенцесушитель водяной ""Лесенка Прямая"" чёрн.муар 500*600"
12834;Терминус Полотенцесушитель Аврора П6 500х600 б/п 500
12835;Терминус Полотенцесушитель Евромикс П6 500х600 
12843;Трап линейный для пола, боковой слив, бронза MCH 
12849;Трап линейный для пола, боковой слив, золото MCH 
12855;Трап линейный для пола, боковой слив, титан MCH 
12858;Трап линейный для пола, нижний слив MCH
12859;Трап линейный для пола, поворотный сифон MCH SLIM
12871;Трап линейный для пола, поворотный сифон, черный MCH SLIM
12874;ALLEN BRAU PRIORITY Линейный трап с двухсторонней вставкой, графит браш 
12877;ALLEN BRAU PRIORITY Линейный трап с двухсторонней вставкой, золото браш
12880;ALLEN BRAU PRIORITY Линейный трап с двухсторонней вставкой никель браш 
12883;ALLEN BRAU PRIORITY Линейный трап с двухсторонней вставкой черный матовый
12888;ALLEN BRAU INFINITY Линейный трап с двухсторонней вставкой нержавеющая сталь/ под плитку
12892;ALLEN BRAU LIBERTY Линейный трап slim, вставка нержавеющая сталь 
12893;Allen Brau PNEUMATIC PRO 2.0 Инстал.для подв.унитаза б/кнопки смыва 1100х95х500мм
12894;Allen Brau 9.11100.20 PNEUMATIC Инсталляция для подв. унитаза, патрубки, б/кнопки,1112х115х500мм
12895;AllenBrau 9.11102.20 PNEUMATIC SLIM Инстал. для подв. унитаза, патрубки,б/кнопки смыва 1117х138х380мм
12896;Allen Brau PRIORITY 4.0 Кнопка смыва пневмо, сталь, браш.золото 9.20007.GB
12897;Allen Brau PRIORITY 4.0 Кнопка смыва пневмо, сталь, никель браш 9.20007.BN
